,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
138,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,164.64,11.64,1.23,8.42,10.81,12.81,10.96,1.5,54.75,18690000000.0,22580000000.0,9.80,0.85,1.46,8.91,1.46,3010000000.0,1.5,1210000000.0,5.88,103.30,6.70,463000000.0,1.70,4350000000.0,1.25,8.28,68.47,1.5,0.48,96.60,5700000.0,2.44,2.06,5510000.0,N/A
139,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,166.70,61.61,1.22,4.28,1.82,7.96,7.95,1.5,69.66,18260000000.0,24860000000.0,17.14,1.13,1.60,14.44,1.60,4660000000.0,1.5,282400000.0,1.26,10.90,116.70,740100000.0,3.15,7350000000.0,1.88,18.75,77.63,1.5,3.53,87.40,14390000.0,7.86,6.47,12820000.0,N/A
140,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,78.56,13.41,1.71,3.92,12.83,20.50,13.17,1.5,36.54,3030000000.0,3580000000.0,11.87,1.60,1.99,8.62,1.99,1130000000.0,1.5,229160000.0,4.62,26.50,5.90,71010000.0,1.45,615780000.0,0.44,16.03,61.94,1.5,1.23,91.00,4950000.0,20.94,10.23,4870000.0,N/A
141,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,N/A,27.50,2.58,N/A,9.53,23.44,N/A,1.5,45.81,4320000000.0,5770000000.0,15.21,3.49,3.49,14.04,3.49,1640000000.0,1.5,194700000.0,4.34,26.80,5.30,365700000.0,10.11,1820000000.0,N/A,30.94,119.24,1.5,0.34,94.50,827.99,4.29,2.29,715.77,N/A
142,N/A,N/A,dnr,N/A,N/A,N/A,N/A,N/A,301.07,N/A,1.26,1.32,N/A,5.47,0.43,1.5,3.26,1330000000.0,4600000000.0,N/A,5.40,4.06,11.52,4.06,728610000.0,1.5,4460000000.0,12.83,N/A,36.30,8250000.0,0.02,3260000000.0,0.84,3.11,3.90,1.5,1.90,112.30,59630000.0,4.37,19.71,52580000.0,N/A
143,N/A,N/A,do,N/A,N/A,N/A,N/A,N/A,47.20,47.00,1.50,0.79,3.12,26.79,5.10,1.5,16.07,3220000000.0,5070000000.0,26.11,0.63,2.30,4.82,2.30,2360000000.0,1.5,68850000.0,0.50,N/A,26.00,133990000.00000001,0.98,1980000000.0,1.61,30.58,23.50,1.5,53.34,48.20,15780000.0,5.97,24.41,16450000.0,N/A
144,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,81.57,13.46,1.49,2.77,11.07,13.40,6.52,1.5,44.00,10070000000.0,12850000000.0,16.61,1.99,1.87,10.24,1.87,2570000000.0,1.5,578050000.0,4.82,52.60,5.40,243720000.0,1.57,3020000000.0,1.42,23.84,64.93,1.5,0.86,92.40,5070000.0,3.77,3.32,4710000.0,N/A
145,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,64.26,9.65,1.23,2.68,13.71,12.96,5.60,1.5,41.99,56760000000.0,67340000000.0,12.70,2.03,1.43,7.90,1.43,10940000000.0,1.5,6080000000.0,5.24,82.80,13.50,6410000000.0,5.71,16989999999.999998,2.00,19.24,50.55,1.5,0.02,70.00,28200000.0,5.10,2.58,25540000.0,N/A
146,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,138.68,23.01,2.81,8.49,12.49,21.34,10.14,1.5,33.33,17640000000.0,20270000000.0,20.07,2.41,3.21,12.98,3.21,3720000000.0,1.5,789000000.0,4.12,15.90,2.50,281000000.0,1.51,2920000000.0,1.09,11.26,94.91,1.5,0.30,94.60,7700000.0,5.27,4.13,8600000.0,N/A
147,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,23.34,24.07,1.15,4.22,4.85,8.78,7.34,1.5,55.15,8020000000.0,8250000000.0,15.95,1.11,1.18,9.09,1.18,1420000000.0,1.5,337400000.0,2.63,20.90,6.70,215800000.0,1.70,447700000.0,0.61,15.14,63.31,1.5,9.90,83.30,13130000.0,6.46,11.33,12150000.0,N/A
148,N/A,N/A,dsw,N/A,N/A,N/A,N/A,N/A,N/A,14.36,0.71,2.05,5.19,8.19,9.55,1.5,29.93,1810000000.0,1550000000.0,12.71,2.52,0.59,5.39,0.59,768370000.0,1.5,136030000.0,1.54,61.80,5.00,258519999.99999997,3.16,0.00,2.46,11.05,22.12,1.5,8.81,95.60,7750000.0,4.43,11.66,7050000.0,N/A
149,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,107.58,23.33,1.65,1.84,7.07,12.85,2.81,1.5,55.34,16309999999.999998,25860000000.0,17.31,3.41,2.61,12.95,2.61,2560000000.0,1.5,700000000.0,3.90,9.50,14.00,35000000.0,0.20,9580000000.0,1.07,49.53,90.87,1.5,0.46,65.10,2480000.0,2.63,1.39,2670000.0,N/A
150,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,110.14,21.09,2.47,1.40,11.69,24.16,2.80,1.5,32.83,55640000000.0,98850000000.0,16.90,3.81,4.37,10.83,4.37,9730000000.0,1.5,2710000000.0,3.83,19.70,7.30,781000000.0,1.13,43990000000.0,0.73,57.90,80.77,1.5,0.07,56.10,21100000.0,7.66,3.07,20820000.0,N/A
151,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,156.28,33.84,1.11,3.32,3.40,13.30,6.34,1.5,67.10,15570000000.0,23250000000.0,17.14,1.46,1.65,9.22,1.65,3960000000.0,1.5,477780000.0,2.23,N/A,8.90,1440000000.0,6.96,9120000000.0,1.72,22.79,75.42,1.5,1.49,85.70,4139999.9999999995,4.69,2.39,4110000.0000000005,N/A
152,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,120.29,N/A,1.46,2.67,118.25,0.10,0.02,1.5,27.75,17040000000.0,28050000000.0,40.65,19.81,2.38,10.00,2.38,11040000000.0,1.5,13920000000.0,32.82,N/A,29.60,1640000000.0,3.12,12640000000.0,1.14,12.23,32.52,1.5,5.84,79.10,20700000.0,1.62,3.97,18950000.0,N/A
153,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,33.86,21.49,5.24,6.78,26.30,20.43,8.51,1.5,14.18,23260000000.0,20400000000.0,18.48,1.41,4.64,18.63,4.64,3090000000.0,1.5,1160000000.0,3.50,127.60,10.40,3830000000.0,12.49,1150000000.0,1.80,11.06,75.20,1.5,0.66,104.40,0.00,0.00,N/A,666.00,N/A
154,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,143.04,18.17,3.13,4.27,18.24,26.35,4.43,1.5,7.26,27320000000.0,28340000000.0,11.60,2.90,3.27,9.52,3.27,6820000000.0,1.5,1980000000.0,1.31,23.00,3.70,8010000000.0,6.97,9040000000.0,4.61,5.53,23.78,1.5,7.31,82.90,18800000.0,1.49,1.77,18540000.0,N/A
155,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,102.82,34.94,2.57,5.22,7.49,15.28,6.78,1.5,45.17,34030000000.0,40600000000.0,23.02,2.18,3.04,14.03,3.04,6320000000.0,1.5,999500000.0,3.32,1.10,6.10,268500000.0,0.92,6840000000.0,1.01,22.44,116.02,1.5,9.89,79.20,7000000.0,5.68,2.70,7290000.0,N/A
156,N/A,N/A,ecyt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,987.21,0.85,N/A,067.18,13.93,1.5,0.00,144160000.0,19160000.0,N/A,N/A,273.76,0.47,273.76,70.00,1.5,40550000.0,0.97,N/A,N/A,163330000.0,3.88,0.00,38.00,3.88,3.42,1.5,18.86,39.50,3890000.0,20.76,10.35,4150000.0000000005,N/A
157,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,107.27,19.43,1.82,1.67,9.37,19.37,3.27,1.5,41.25,21940000000.0,36040000000.0,17.98,7.74,2.98,10.32,2.98,5490000000.0,1.5,1130000000.0,3.84,16.20,12.70,61000000.0,0.21,14160000000.0,0.72,44.87,74.62,1.5,0.17,54.50,15140000.0,8.64,5.16,15170000.0,N/A
158,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,121.18,33.39,5.33,5.87,16.16,26.13,7.90,1.5,23.11,14590000000.0,17560000000.0,21.06,2.01,6.41,19.04,6.41,1780000000.0,1.5,442900000.0,3.67,15.60,11.70,96800000.0,0.81,3070000000.0,0.36,20.90,122.59,1.5,0.81,89.00,4179999.9999999995,7.31,3.54,4070000.0000000005,N/A
159,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,87.28,23.70,2.05,2.05,8.66,16.79,2.38,1.5,35.13,23270000000.0,35950000000.0,17.29,7.55,3.14,9.78,3.14,4269999999.9999995,1.5,955000000.0,3.01,9.40,2.90,137000000.0,0.42,11900000000.0,0.57,35.11,71.41,1.5,0.21,83.30,3990000.0,2.13,1.24,4350000.0,N/A
160,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,50.37,29.88,3.14,9.16,10.54,15.20,12.52,1.5,29.95,34210000000.0,35050000000.0,25.96,2.45,3.15,16.62,3.15,8680000000.0,1.5,1170000000.0,3.10,2.40,2.90,1090000000.0,2.94,1930000000.0,1.75,10.33,92.66,1.5,1.45,95.10,6530000.0,6.22,3.34,6590000.0,N/A
161,N/A,N/A,emc,N/A,N/A,N/A,N/A,N/A,27.54,26.62,2.15,2.45,8.17,13.78,4.75,1.5,12.68,53460000000.0,50060000000.0,14.33,1.70,2.04,10.45,2.04,14990000000.0,1.5,2009999999.9999998,1.03,6.30,2.50,9800000000.0,5.02,6400000000.0,1.29,11.05,27.37,1.5,0.46,84.00,16140000.0,1.37,0.83,13560000.0,N/A
162,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,166.60,11.72,1.17,2.63,9.83,17.88,6.71,1.5,63.63,10760000000.0,17690000000.0,9.40,1.53,1.87,7.84,1.87,2580000000.0,1.5,928000000.0,6.21,46.80,8.50,202000000.0,1.37,7140000000.0,1.55,28.44,72.75,1.5,0.68,85.50,4630000.0,4.21,3.14,4690000.0,N/A
163,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,94.20,17.74,1.62,4.42,9.21,15.71,9.20,1.5,32.08,33330000000.0,37300000000.0,15.65,2.78,1.78,9.33,1.78,9050000000.0,1.5,1930000000.0,2.92,62.10,8.70,3320000000.0,5.16,7290000000.0,1.21,11.96,51.81,1.5,0.62,72.90,15100000.0,3.47,2.34,15180000.0,N/A
164,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,56.31,N/A,5.68,3.57,61.85,91.63,14.64,1.5,14.29,43280000000.0,49600000000.0,N/A,0.34,6.36,17.74,6.36,6580000000.0,1.5,4830000000.0,8.84,N/A,40.20,668480000.0,1.22,6990000000.0,1.53,22.55,78.65,1.5,0.61,89.50,15180000.0,3.74,2.77,15530000.0,N/A
165,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,72.59,5.94,9.47,2.32,158.48,37.33,2.84,1.5,7.41,25290000000.0,33710000000.0,20.97,11.56,12.50,19.21,12.50,1840000000.0,1.5,4269999999.9999995,11.66,865.70,7.10,378580000.0,1.04,8590000000.0,1.14,30.17,69.20,1.5,1.74,98.10,5570000.0,2.99,1.49,5820000.0,N/A
166,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,33.05,N/A,6.60,2.07,4.81,30.90,2.45,1.5,11.19,12020000000.0,12490000000.0,233.47,2.31,7.27,9.08,7.27,1430000000.0,1.5,82620000.0,0.54,96.80,35.00,1560000000.0,9.69,2800000000.0,5.12,34.19,70.04,1.5,9.52,70.80,3990000.0,2.65,2.92,4910000.0,N/A
167,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,111.73,18.95,0.45,3.09,2.52,4.80,5.92,1.5,152.13,45570000000.0,60370000000.0,10.64,0.73,0.59,8.89,0.59,8400000000.0,1.5,2560000000.0,3.80,19.30,0.40,1770000000.0,2.80,16590000000.0,0.60,23.46,72.01,1.5,0.25,98.10,50240000.0,8.86,7.53,52600000.0,N/A
168,N/A,N/A,esv,N/A,N/A,N/A,N/A,N/A,87.39,N/A,0.66,0.37,46.97,36.03,5.58,1.5,15.98,3100000000.0,6910000000.0,12.85,0.11,1.86,3.66,1.86,2190000000.0,1.5,1620000000.0,7.52,46.00,30.10,1380000000.0,5.85,5860000000.0,1.54,28.41,10.28,1.5,0.46,88.90,23830000.0,1.69,11.39,25760000.0,N/A
169,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,26.72,19.23,3.72,1.23,20.02,37.52,0.80,1.5,6.57,6960000000.0,4700000000.0,13.91,0.75,2.47,N/A,2.47,1400000000.0,1.5,381000000.0,1.29,282.50,15.40,3790000000.0,13.57,1530000000.0,1.45,20.52,24.89,1.5,0.19,95.20,5800000.0,1.80,2.08,5830000.0,N/A
170,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,55.61,14.76,1.39,1.83,9.38,11.57,4.60,1.5,44.14,27880000000.0,35960000000.0,13.23,1.78,1.76,10.90,1.76,6560000000.0,1.5,1920000000.0,4.12,13.30,7.80,574000000.0,1.25,8650000000.0,1.40,33.88,60.87,1.5,0.30,76.50,5400000.0,1.67,1.18,6280000.0,N/A
171,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,155.92,N/A,1.23,1.47,2.18,14.28,2.17,1.5,62.62,13690000000.0,28000000000.0,14.43,6.36,2.50,8.21,2.50,4059999999.9999995,1.5,244650000.0,1.38,22.80,10.60,1090000000.0,6.11,15090000000.0,1.04,52.38,76.60,1.5,0.17,87.20,3590000.0,2.47,2.01,3340000.0,N/A
172,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,26.19,43.84,8.60,9.73,19.78,26.19,11.59,1.5,12.10,21810000000.0,21460000000.0,31.30,2.31,8.25,28.74,8.25,1880000000.0,1.5,514500000.0,2.35,15.90,18.10,951800000.0,4.50,602200000.0,3.97,10.85,102.99,1.5,0.78,86.90,4570000.0,2.25,2.17,4010000.0,N/A
173,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,131.05,18.07,1.16,1.27,6.20,12.48,2.21,1.5,31.19,32200000000.000004,66840000000.0,13.23,3.57,2.37,8.98,2.37,8039999999.999999,1.5,1750000000.0,1.93,75.00,14.20,960000000.0,1.04,35650000000.0,0.83,27.96,34.94,1.5,0.22,84.80,20990000.0,3.45,2.28,21670000.0,N/A
174,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,N/A,19.91,1.38,4.90,7.03,11.08,15.66,1.5,34.08,8640000000.0,7620000000.0,18.61,2.84,1.20,10.16,1.20,2190000000.0,1.5,447100000.0,2.38,9.50,15.40,1010000000.0,5.57,0.00,2.44,9.80,47.45,1.5,0.89,93.50,13300000.0,10.89,7.33,13060000.0,N/A
175,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,60.28,26.05,2.34,3.65,8.31,6.03,2.05,1.5,52.95,16690000000.000002,17830000000.0,16.61,0.83,2.48,22.28,2.48,5360000000.0,1.5,598460000.0,4.30,N/A,38.60,2089999999.9999998,14.03,3240000000.0,0.55,30.92,111.92,1.5,14.45,90.50,13960000.0,5.43,14.15,13130000.0,N/A
176,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,11.26,11.76,0.59,2.23,4.96,8.95,10.70,1.5,27.98,1250000000.0,1220000000.0,8.87,0.83,0.52,4.29,0.52,795280000.0,1.5,116510000.0,1.38,34.30,5.50,186900000.0,2.26,69600000.0,1.67,7.49,16.23,1.5,12.83,90.70,6530000.0,3.15,9.66,5540000.0,N/A
177,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,474.48,6.12,0.35,1.79,5.65,6.29,2.68,1.5,38.63,52520000000.0,169260000000.0,6.24,0.59,1.10,9.62,1.10,23060000000.0,1.5,8670000000.0,2.16,112.70,11.30,24250000000.0,6.10,141000000000.0,1.76,7.45,13.22,1.5,0.31,60.00,158570000.0,5.25,4.07,167770000.0,N/A
178,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,20.31,25.59,3.38,7.24,13.20,21.14,20.35,1.5,13.46,13140000000.0,13360000000.0,23.09,2.21,3.42,14.59,3.42,1950000000.0,1.5,514980000.0,1.78,1.10,3.50,150550000.0,0.52,370000000.0,4.40,6.31,45.48,1.5,4.71,87.80,41920000.0,13.80,14.62,43830000.0,N/A
179,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,N/A,73.28,17.40,7.27,23.71,37.41,9.82,1.5,7.02,342690000000.0,322070000000.0,26.22,0.97,16.29,34.14,16.29,15060000000.0,1.5,4660000000.0,1.64,194.90,51.90,20620000000.0,7.21,0.00,13.16,16.54,119.81,1.5,4.04,68.60,24330000.0,0.83,1.09,26420000.0,N/A
180,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,237.81,N/A,0.90,3.74,91.44,2.77,0.53,1.5,13.44,13030000000.0,37440000000.0,10.73,0.60,2.46,12.06,2.46,12650000000.0,1.5,13950000000.0,12.30,N/A,15.10,331000000.0,0.27,20780000000.0,1.63,2.95,10.41,1.5,10.24,68.40,149940000.0,3.44,12.03,144450000.0,N/A
181,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,59.25,44.81,0.86,2.99,2.01,9.56,8.00,1.5,177.74,42350000000.0,47990000000.0,12.96,1.12,0.97,6.53,0.97,30470000000.0,1.5,995000000.0,3.52,19.30,8.00,2840000000.0,10.58,8490000000.0,1.72,53.38,157.76,1.5,7.19,76.90,43.00,1.89,1.42,3720000.0,N/A
182,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,179.38,20.77,0.99,1.16,4.69,17.25,2.99,1.5,34.51,14220000000.0,36430000000.0,13.23,5.03,2.50,8.92,2.50,8850000000.0,1.5,684000000.0,1.61,47.70,0.50,146000000.0,0.34,22360000000.0,0.51,29.34,33.48,1.5,16.18,61.30,6980000.0,1.73,1.90,7150000.0,N/A
183,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,N/A,20.94,3.57,5.93,18.15,27.71,15.20,1.5,28.04,7090000000.0,6320000000.0,13.46,1.22,3.23,10.78,3.23,1590000000.0,1.5,355340000.0,5.06,12.00,2.40,775010000.0,11.57,0.00,1.49,17.63,105.90,1.5,0.26,101.80,6610000.0,7.86,9.64,6010000.0,N/A
184,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,N/A,15.71,2.73,1.42,17.93,27.70,0.84,1.5,5.00,3150000000.0,2360000000.0,12.90,1.89,2.01,N/A,2.01,N/A,1.5,204200000.0,0.86,N/A,7.70,3430000000.0,14.73,2640000000.0,N/A,9.68,13.54,1.5,1.24,83.90,13100000.0,7.08,5.67,12450000.0,N/A
185,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,119.13,37.60,3.24,2.48,7.97,17.17,3.79,1.5,24.46,23610000000.0,34210000000.0,16.51,1.54,4.74,19.55,4.74,2200000000.0,1.5,579800000.0,1.92,50.50,40.30,702000000.0,2.15,11300000000.0,1.09,28.90,72.31,1.5,1.01,84.50,4880000.0,2.49,1.51,4530000.0,N/A
186,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,165.76,29.54,4.41,8.74,15.50,25.35,8.91,1.5,23.08,23090000000.0,27250000000.0,20.85,1.91,5.13,16.66,5.13,2340000000.0,1.5,823000000.0,3.52,62.40,4.40,283000000.0,1.27,4450000000.0,0.96,12.04,103.85,1.5,0.30,91.60,3840000.0,3.41,2.01,4400000.0,N/A
187,N/A,N/A,fitb,N/A,N/A,N/A,N/A,N/A,N/A,8.60,2.19,0.90,27.29,40.02,1.18,1.5,7.79,13180000000.0,28280000000.0,10.03,2.40,4.60,N/A,4.60,N/A,1.5,1590000000.0,2.00,9.40,0.90,4830000000.0,6.29,19930000000.0,N/A,19.46,17.15,1.5,0.34,80.20,29360000.0,3.83,3.78,35930000.0,N/A
188,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,5.09,14.96,1.08,3.17,7.30,12.71,16.02,1.5,53.29,7820000000.0,6930000000.0,11.01,1.07,0.94,6.36,0.94,2500000000.0,1.5,541000000.0,3.84,8.20,5.00,1020000000.0,7.50,130000000.0,3.72,18.64,57.46,1.5,1.12,99.80,20830000.0,5.06,15.46,20440000.0,N/A
189,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,21.31,21.67,2.62,2.50,12.24,18.75,7.89,1.5,11.47,4160000000.0,4010000000.0,16.43,1.01,2.52,11.46,2.52,753560000.0,1.5,194900000.0,1.40,97.70,10.10,510610000.0,3.71,355410000.0,2.41,12.12,30.23,1.5,6.05,86.60,3090000.0,4.28,2.27,4160000.0,N/A
190,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,52.50,19.39,0.40,2.31,2.07,4.93,6.67,1.5,126.14,6970000000.0,6790000000.0,14.26,1.97,0.38,6.32,0.38,1090000000.0,1.5,378410000.0,2.58,27.60,2.70,1860000000.0,13.39,1690000000.0,1.51,22.18,50.04,1.5,0.28,85.40,6790000.0,4.68,4.90,6910000.0,N/A
191,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,93.97,21.61,1.33,3.46,6.18,13.51,7.41,1.5,34.07,5920000000.0,7240000000.0,16.62,2.14,1.61,9.94,1.61,1490000000.0,1.5,277870000.0,2.10,36.80,6.60,310320000.0,2.38,1640000000.0,1.90,13.29,45.38,1.5,0.39,96.70,6510000.0,5.21,5.87,8050000.000000001,N/A
192,N/A,N/A,flws,N/A,N/A,N/A,N/A,N/A,48.61,13.59,0.42,1.98,3.19,4.53,6.30,1.5,17.90,482050000.0,546900000.0,14.06,0.87,0.47,6.46,0.47,487200000.0,1.5,37190000.0,0.55,N/A,0.80,61700000.0,0.94,121130000.0,1.46,3.81,7.45,1.5,8.83,78.10,1710000.0,5.70,5.37,1810000.0,N/A
193,N/A,N/A,fmc,N/A,N/A,N/A,N/A,N/A,104.85,10.54,1.84,3.21,17.10,15.33,5.59,1.5,25.54,6150000000.0,8189999999.999999,14.98,1.90,2.40,12.60,2.40,1080000000.0,1.5,70800000.0,4.37,N/A,21.10,64300000.0,0.48,2100000000.0,2.04,14.66,46.00,1.5,0.56,97.40,10170000.0,8.74,8.74,10330000.0,N/A
194,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,87.16,6.99,0.43,1.44,5.95,8.89,8.17,1.5,65.57,1310000000.0,1830000000.0,11.36,4.96,0.58,4.96,0.58,1750000000.0,1.5,188340000.0,3.90,84.80,9.00,306800000.0,6.38,823200000.0,3.60,19.64,27.26,1.5,31.56,89.40,8230000.0,8.15,35.33,8270000.0,N/A
195,N/A,N/A,fslr,N/A,N/A,N/A,N/A,N/A,6.01,6.39,1.27,0.87,19.65,19.00,6.60,1.5,39.09,4970000000.0,3430000000.0,15.32,0.90,0.87,3.41,0.87,919270000.0,1.5,777900000.0,7.60,N/A,80.80,1880000000.0,18.39,344680000.0,3.08,56.14,48.56,1.5,26.64,57.20,4850000.0,2.47,6.44,5390000.0,N/A
196,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,47.40,23.87,1.08,2.43,4.51,9.35,5.17,1.5,25.59,6240000000.0,6450000000.0,26.26,4.69,1.10,8.00,1.10,1470000000.0,1.5,265300000.0,1.16,86.60,28.70,1030000000.0,4.56,1240000000.0,1.88,11.51,27.57,1.5,7.32,88.60,9480000.0,3.31,4.20,10570000.0,N/A
197,N/A,N/A,ftr,N/A,N/A,N/A,N/A,N/A,305.48,N/A,1.12,1.19,5.95,17.21,2.65,1.5,4.93,6170000000.0,21720000000.0,N/A,8.01,3.91,9.64,3.91,5580000000.0,1.5,508000000.0,0.45,N/A,1.20,500000000.0,0.43,16050000000.0,5.52,4.48,5.26,1.5,0.62,71.00,150420000.0,9.76,12.94,157700000.0,N/A
198,N/A,N/A,gas,N/A,N/A,N/A,N/A,N/A,106.65,23.19,2.24,1.97,9.62,22.26,3.47,1.5,29.67,7940000000.0,12220000000.0,N/A,N/A,3.44,10.24,3.44,1380000000.0,1.5,342000000.0,2.84,5.70,22.50,20000000.0,0.17,4300000000.0,0.62,33.41,65.77,1.5,0.58,64.20,1550000.0,2.43,1.30,1520000.0,N/A
199,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,N/A,12.82,0.64,1.66,5.10,10.06,7.69,1.5,24.48,1820000000.0,1630000000.0,9.77,N/A,0.58,4.19,0.58,1020000000.0,1.5,144140000.0,1.22,5.90,8.10,190870000.0,1.64,0.00,1.32,9.29,15.63,1.5,0.26,99.00,6290000.0,6.34,6.02,6290000.0,N/A
200,N/A,N/A,gd,N/A,N/A,N/A,N/A,N/A,32.13,15.62,1.42,4.23,9.44,13.39,7.95,1.5,99.39,44130000000.0,45950000000.0,14.31,1.66,1.46,9.82,1.46,6130000000.0,1.5,2980000000.0,9.24,0.10,0.80,1910000000.0,6.19,3400000000.0,1.14,34.37,144.37,1.5,0.52,88.50,43.00,1.70,0.99,2530000.0,N/A
201,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,194.22,40.16,2.35,3.04,6.49,7.50,1.02,1.5,12.07,272560000000.0,449310000000.0,16.84,1.52,3.82,29.19,3.82,32090000000.000004,1.5,6210000000.0,0.74,N/A,6.10,9300000000.0,1.01,186050000000.0,1.79,9.90,29.64,1.5,0.05,56.60,140510000.0,4.21,1.51,168930000.0,N/A
202,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,0.61,16.67,0.62,1.34,3.71,5.93,5.20,1.5,26.16,1340000000.0,905060000.0,14.95,2.24,0.41,4.50,0.41,787430000.0,1.5,81320000.0,0.96,11.40,5.50,445480000.0,5.30,6340000.0,3.17,12.15,16.00,1.5,30.45,89.90,7760000.0,5.43,19.15,7640000.0,N/A
203,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,157.14,7.06,3.36,8.33,52.81,66.35,31.64,1.5,22.84,110140000000.0,123850000000.0,6.66,5.48,3.77,5.41,3.77,28630000000.0,1.5,17340000000.0,11.71,17.70,2.60,8320000000.0,6.25,22030000000.0,1.77,9.94,82.70,1.5,0.60,83.40,26680000.0,2.50,1.97,29070000.0,N/A
204,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,143.97,26.37,2.27,7.86,8.89,17.36,8.16,1.5,28.26,38350000000.0,46340000000.0,21.22,4.15,2.74,13.44,2.74,5950000000.0,1.5,1500000000.0,2.45,5.40,8.00,782700000.0,1.32,8770000000.0,0.76,8.24,64.52,1.5,0.32,71.70,11510000.0,2.50,1.92,12320000.0,N/A
205,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,24.67,47.20,2.28,1.30,6.34,12.85,2.50,1.5,7.55,20100000000.0,21000000000.0,11.90,1.39,2.36,9.01,2.36,3650000000.0,1.5,466000000.0,0.40,N/A,9.60,3540000000.0,3.29,4440000000.0,2.80,14.53,18.69,1.5,0.19,80.20,25810000.0,3.14,2.35,27710000.0,N/A
206,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,172.17,4.60,0.31,1.14,6.95,5.21,2.61,1.5,98.14,46990000000.0,99610000000.0,5.17,0.39,0.65,6.43,0.65,18300000000.0,1.5,10700000000.0,6.63,106.70,4.30,18530000000.0,12.03,71150000000.0,0.95,27.29,30.52,1.5,4.66,76.50,39670000.0,3.75,2.58,40220000.0,N/A
